region,district,ward,village
DODOMA,BAHI,MSISI,MSISI
DODOMA,BAHI,MSISI,TINAI
DODOMA,BAHI,MUNDEMU,NGUJI
DODOMA,BAHI,MUNDEMU,MUNDEMU
DODOMA,BAHI,MUNDEMU,CHILUNGULU
DODOMA,BAHI,BAHI,UHELELA
DODOMA,BAHI,BAHI,BAHI_SOKONI
DODOMA,BAHI,BAHI,NAGULO_BAHI
DODOMA,BAHI,MPAMANTWA,BAHI_MAKULU
DODOMA,BAHI,MPAMANTWA,MPAMANTWA
DODOMA,BAHI,MPAMANTWA,MKAKATIKA
DODOMA,BAHI,IBIHWA,MNKOLA
DODOMA,BAHI,IBIHWA,IBIHWA
DODOMA,BAHI,ILINDI,MINDOLA
DODOMA,BAHI,ILINDI,ILINDI
DODOMA,BAHI,KIGWE,KIGWE
DODOMA,BAHI,KIGWE,MPINGA
DODOMA,BAHI,KIGWE,MZOGOLE
DODOMA,BAHI,CHIKOLA,CHIMENDELI
DODOMA,BAHI,CHIKOLA,NGHULAGANO
DODOMA,BAHI,CHIKOLA,CHIKOLA
DODOMA,BAHI,CHIPANGA,CHIPANGA_B
DODOMA,BAHI,CHIPANGA,CHIPANGA_A
DODOMA,BAHI,CHIPANGA,CHIGULUKA
DODOMA,BAHI,CHALI,CHALI_IGONGO
DODOMA,BAHI,CHALI,CHALI_ISANGA
DODOMA,BAHI,CHALI,CHALI_MAKULU
DODOMA,BAHI,CHALI,CHIKOPELO
DODOMA,BAHI,NONDWA,NONDWA
DODOMA,BAHI,NONDWA,ZEJELE
DODOMA,BAHI,NONDWA,MAGAGA
DODOMA,BAHI,NONDWA,CHIFUTUKA
DODOMA,BAHI,MPALANGA,NHOLI
DODOMA,BAHI,MPALANGA,MPALANGA
DODOMA,BAHI,MPALANGA,CHIDILO
DODOMA,BAHI,IBUGULE,IBUGULE
DODOMA,BAHI,IBUGULE,NKHOME
DODOMA,BAHI,CHIBELELA,ISANGHA
DODOMA,BAHI,CHIBELELA,CHIBELELA
DODOMA,BAHI,MWITIKIRA,MWITIKIRA
DODOMA,BAHI,MWITIKIRA,MPHANGWE
DODOMA,BAHI,MTITAA,MTITAA
DODOMA,BAHI,MTITAA,NHYINILA
DODOMA,CHEMBA,MAKORONGO,MAZIWA
DODOMA,CHEMBA,MAKORONGO,MAKORONGO
DODOMA,CHEMBA,MAKORONGO,BABAYU
DODOMA,CHEMBA,MAKORONGO,CHASE
DODOMA,CHEMBA,OVADA,TAKWA
DODOMA,CHEMBA,OVADA,KINYAMSINDO
DODOMA,CHEMBA,OVADA,MENGU
DODOMA,CHEMBA,OVADA,OVADA
DODOMA,CHEMBA,OVADA,BAABA
DODOMA,CHEMBA,OVADA,JOGOLO
DODOMA,CHEMBA,OVADA,DINAE
DODOMA,CHEMBA,MSAADA,MACHIGA
DODOMA,CHEMBA,MSAADA,CHANGAMKA
DODOMA,CHEMBA,MSAADA,MSAADA
DODOMA,CHEMBA,MSAADA,MAJENGO_MAPYA
DODOMA,CHEMBA,MSAADA,SONGAMBELE
DODOMA,CHEMBA,KIMAHA,WISUZAJE
DODOMA,CHEMBA,KIMAHA,MWAIKISABE
DODOMA,CHEMBA,KIMAHA,CHUKURUMA
DODOMA,CHEMBA,KIMAHA,MWAILANJE
DODOMA,CHEMBA,CHURUKU,JINJO
DODOMA,CHEMBA,CHURUKU,CHURUKU
DODOMA,CHEMBA,CHURUKU,KINKIMA
DODOMA,CHEMBA,SONGORO,MADAHA
DODOMA,CHEMBA,SONGORO,CHIOLI
DODOMA,CHEMBA,SONGORO,SONGORO
DODOMA,CHEMBA,SONGORO,HAMAI
DODOMA,CHEMBA,MONDO,MONDO
DODOMA,CHEMBA,MONDO,PONGAI
DODOMA,CHEMBA,MONDO,WAIDA
DODOMA,CHEMBA,DALAI,DALAI
DODOMA,CHEMBA,DALAI,TANDALA
DODOMA,CHEMBA,DALAI,MTAKUJA
DODOMA,CHEMBA,DALAI,PIHO
DODOMA,CHEMBA,DALAI,KELEMA_MAZIWANI_SIMBA
DODOMA,CHEMBA,JANGALO,MLONGIA
DODOMA,CHEMBA,JANGALO,ITOLWA
DODOMA,CHEMBA,JANGALO,JANGALO
DODOMA,CHEMBA,MRIJO,NKULARI
DODOMA,CHEMBA,MRIJO,MRIJO_CHINI
DODOMA,CHEMBA,MRIJO,MRIJO_JUU
DODOMA,CHEMBA,MRIJO,MAGASA
DODOMA,CHEMBA,MRIJO,ISUSUMYA
DODOMA,CHEMBA,CHANDAMA,MAPANGO
DODOMA,CHEMBA,CHANDAMA,CHANDAMA
DODOMA,CHEMBA,CHANDAMA,SOYA
DODOMA,CHEMBA,GOIMA,GOIMA
DODOMA,CHEMBA,GOIMA,JENJELUSE
DODOMA,CHEMBA,GOIMA,IGUNGA
DODOMA,CHEMBA,GOIMA,MIRAMBO
DODOMA,CHEMBA,GOIMA,MAKAMAKA
DODOMA,CHEMBA,CHEMBA,CHEMBA
DODOMA,CHEMBA,CHEMBA,CHAMBALO
DODOMA,CHEMBA,CHEMBA,OMBIRI
DODOMA,CHEMBA,CHEMBA,PANGALUA
DODOMA,CHEMBA,CHEMBA,KAMBI_YA_NYASA
DODOMA,CHEMBA,CHEMBA,KIDOKA
DODOMA,CHEMBA,PARANGA,ISINI
DODOMA,CHEMBA,PARANGA,KELEMA_BALAI
DODOMA,CHEMBA,PARANGA,SORI
DODOMA,CHEMBA,PARANGA,CHEKU
DODOMA,CHEMBA,PARANGA,PARANGA
DODOMA,CHEMBA,PARANGA,KELEMA_KUU
DODOMA,CHEMBA,GWANDI,GWANDI
DODOMA,CHEMBA,GWANDI,ROFATI
DODOMA,CHEMBA,GWANDI,TUMBAKOSE
DODOMA,CHEMBA,GWANDI,HAWELO
DODOMA,CHEMBA,GWANDI,HUMEKWA
DODOMA,CHEMBA,FARKWA,BUBUTOLE
DODOMA,CHEMBA,FARKWA,MOMBOSE
DODOMA,CHEMBA,FARKWA,FARKWA
DODOMA,CHEMBA,FARKWA,DONSEE
DODOMA,CHEMBA,FARKWA,BUGENIKA
DODOMA,CHEMBA,FARKWA,GONGA
DODOMA,CHEMBA,MPENDO,MPENDO
DODOMA,CHEMBA,MPENDO,KUBI
DODOMA,CHEMBA,MPENDO,HAMIA
DODOMA,CHEMBA,SANZAWA,SANZAWA
DODOMA,CHEMBA,SANZAWA,GUNGI
DODOMA,CHEMBA,SANZAWA,MOTTO
DODOMA,CHEMBA,SANZAWA,GUMBU
DODOMA,CHEMBA,KWAMTORO,KWAMTORO
DODOMA,CHEMBA,KWAMTORO,PORO_BANGUMA
DODOMA,CHEMBA,KWAMTORO,KURIO
DODOMA,CHEMBA,KWAMTORO,MSERA
DODOMA,CHEMBA,KWAMTORO,NDOROBONI
DODOMA,CHEMBA,LALTA,MAGAMBUA
DODOMA,CHEMBA,LALTA,MANANTU
DODOMA,CHEMBA,LALTA,WAIRO
DODOMA,CHEMBA,LALTA,HANDA
DODOMA,CHEMBA,LALTA,LAHODA
DODOMA,CHEMBA,LALTA,ILASEE
DODOMA,CHEMBA,LALTA,KISANDE
MANYARA,BABATI_DISTRICT_COUNCIL,MAGARA_WARD,MOYA_MAYOKA
MANYARA,BABATI_DISTRICT_COUNCIL,MAGARA_WARD,MOYA
MANYARA,BABATI_DISTRICT_COUNCIL,MAGARA_WARD,MANYARA
MANYARA,BABATI_DISTRICT_COUNCIL,MAGARA_WARD,MAGARA
MANYARA,BABATI_DISTRICT_COUNCIL,MAGARA_WARD,MAWENI
MANYARA,BABATI_DISTRICT_COUNCIL,NKAITI_WARD,VILIMA_VITATU
MANYARA,BABATI_DISTRICT_COUNCIL,NKAITI_WARD,MINJINGU
MANYARA,BABATI_DISTRICT_COUNCIL,NKAITI_WARD,KAKOI
MANYARA,BABATI_DISTRICT_COUNCIL,NKAITI_WARD,OLASITI
MANYARA,BABATI_DISTRICT_COUNCIL,MWADA_WARD,KISANGAJI
MANYARA,BABATI_DISTRICT_COUNCIL,MWADA_WARD,MWADA
MANYARA,BABATI_DISTRICT_COUNCIL,MWADA_WARD,SANGAIWE
MANYARA,BABATI_DISTRICT_COUNCIL,MWADA_WARD,NGOLEY
MANYARA,BABATI_DISTRICT_COUNCIL,MWADA_WARD,SHAURIMOYO
MANYARA,BABATI_DISTRICT_COUNCIL,MAMIRE_WARD,MAMIRE
MANYARA,BABATI_DISTRICT_COUNCIL,MAMIRE_WARD,ENDAGILE
MANYARA,BABATI_DISTRICT_COUNCIL,MAMIRE_WARD,MWIKANSTI
MANYARA,BABATI_DISTRICT_COUNCIL,GALLAPO_WARD,AYAMANGO
MANYARA,BABATI_DISTRICT_COUNCIL,GALLAPO_WARD,GEDAMAR
MANYARA,BABATI_DISTRICT_COUNCIL,GALLAPO_WARD,GALLAPO
MANYARA,BABATI_DISTRICT_COUNCIL,GALLAPO_WARD,HALLU
MANYARA,BABATI_DISTRICT_COUNCIL,GALLAPO_WARD,ENDANOGA
MANYARA,BABATI_DISTRICT_COUNCIL,QASH_WARD,TSAMASI
MANYARA,BABATI_DISTRICT_COUNCIL,QASH_WARD,MAJENGO
MANYARA,BABATI_DISTRICT_COUNCIL,QASH_WARD,ORNGADIDA
MANYARA,BABATI_DISTRICT_COUNCIL,QASH_WARD,QASH
MANYARA,BABATI_DISTRICT_COUNCIL,QASH_WARD,ENDADOSH
MANYARA,BABATI_DISTRICT_COUNCIL,QASH_WARD,NGWANGWERI
MANYARA,BABATI_DISTRICT_COUNCIL,AYASANDA_WARD,ENDANACHAN
MANYARA,BABATI_DISTRICT_COUNCIL,AYASANDA_WARD,AYASANDA
MANYARA,BABATI_DISTRICT_COUNCIL,GIDAS_WARD,BUBU
MANYARA,BABATI_DISTRICT_COUNCIL,GIDAS_WARD,ENDAMAGHAY
MANYARA,BABATI_DISTRICT_COUNCIL,GIDAS_WARD,ENDADIMET
MANYARA,BABATI_DISTRICT_COUNCIL,GIDAS_WARD,GIDAS
MANYARA,BABATI_DISTRICT_COUNCIL,DURU_WARD,HOSHAN
MANYARA,BABATI_DISTRICT_COUNCIL,DURU_WARD,ENDAGWE
MANYARA,BABATI_DISTRICT_COUNCIL,DURU_WARD,DURU
MANYARA,BABATI_DISTRICT_COUNCIL,DURU_WARD,YAROTONIK
MANYARA,BABATI_DISTRICT_COUNCIL,DURU_WARD,GESBERT
MANYARA,BABATI_DISTRICT_COUNCIL,RIRODA_WARD,ENDABERG
MANYARA,BABATI_DISTRICT_COUNCIL,RIRODA_WARD,HEWASI
MANYARA,BABATI_DISTRICT_COUNCIL,RIRODA_WARD,RIRODA
MANYARA,BABATI_DISTRICT_COUNCIL,RIRODA_WARD,SANGARA
MANYARA,BABATI_DISTRICT_COUNCIL,ARRI_WARD,DOHOM
MANYARA,BABATI_DISTRICT_COUNCIL,ARRI_WARD,ARRI
MANYARA,BABATI_DISTRICT_COUNCIL,ARRI_WARD,SHARMO
MANYARA,BABATI_DISTRICT_COUNCIL,ARRI_WARD,MANAGHA
MANYARA,BABATI_DISTRICT_COUNCIL,ARRI_WARD,TSAAYO
MANYARA,BABATI_DISTRICT_COUNCIL,ARRI_WARD,ENDASAGO
MANYARA,BABATI_DISTRICT_COUNCIL,DAREDA_WARD,SELOTO
MANYARA,BABATI_DISTRICT_COUNCIL,DAREDA_WARD,BERMI
MANYARA,BABATI_DISTRICT_COUNCIL,DAREDA_WARD,DAREDA_KATI
MANYARA,BABATI_DISTRICT_COUNCIL,DAREDA_WARD,HAYESAM
MANYARA,BABATI_DISTRICT_COUNCIL,DAREDA_WARD,GAJAL
MANYARA,BABATI_DISTRICT_COUNCIL,DAREDA_WARD,LOTO
MANYARA,BABATI_DISTRICT_COUNCIL,DABIL_WARD,MANDI
MANYARA,BABATI_DISTRICT_COUNCIL,DABIL_WARD,MAGANJWA
MANYARA,BABATI_DISTRICT_COUNCIL,DABIL_WARD,SABILO
MANYARA,BABATI_DISTRICT_COUNCIL,DABIL_WARD,GIDEWARI
MANYARA,BABATI_DISTRICT_COUNCIL,UFANA_WARD,SECHEDA
MANYARA,BABATI_DISTRICT_COUNCIL,UFANA_WARD,LUXMANDA
MANYARA,BABATI_DISTRICT_COUNCIL,UFANA_WARD,UFANA
MANYARA,BABATI_DISTRICT_COUNCIL,UFANA_WARD,DIFFIR
MANYARA,BABATI_DISTRICT_COUNCIL,UFANA_WARD,ORBESH
MANYARA,BABATI_DISTRICT_COUNCIL,BASHNET_WARD,GUSE
MANYARA,BABATI_DISTRICT_COUNCIL,BASHNET_WARD,BASHNET
MANYARA,BABATI_DISTRICT_COUNCIL,BASHNET_WARD,LONG
MANYARA,BABATI_DISTRICT_COUNCIL,MADUNGA_WARD,QAMEYU
MANYARA,BABATI_DISTRICT_COUNCIL,MADUNGA_WARD,ENDAW
MANYARA,BABATI_DISTRICT_COUNCIL,MADUNGA_WARD,MADUNGA
MANYARA,BABATI_DISTRICT_COUNCIL,MADUNGA_WARD,UTWARI
MANYARA,BABATI_DISTRICT_COUNCIL,MADUNGA_WARD,MERR
MANYARA,BABATI_DISTRICT_COUNCIL,MADUNGA_WARD,GIDNGWAR
MANYARA,BABATI_DISTRICT_COUNCIL,KIRU_WARD,KIRUDICK
MANYARA,BABATI_DISTRICT_COUNCIL,KIRU_WARD,KIMARA
MANYARA,BABATI_DISTRICT_COUNCIL,KIRU_WARD,KIRU_NDOGO
MANYARA,BABATI_DISTRICT_COUNCIL,KIRU_WARD,ERRI
MANYARA,BABATI_DISTRICT_COUNCIL,KIRU_WARD,KOKOMAY
MANYARA,BABATI_DISTRICT_COUNCIL,KIRU_WARD,KIRUSIX
MANYARA,BABATI_DISTRICT_COUNCIL,MAGUGU_WARD,SARAME
MANYARA,BABATI_DISTRICT_COUNCIL,MAGUGU_WARD,MAWEMAIRO
MANYARA,BABATI_DISTRICT_COUNCIL,MAGUGU_WARD,MATUFA
MANYARA,BABATI_DISTRICT_COUNCIL,MAGUGU_WARD,MASWARE
MANYARA,BABATI_DISTRICT_COUNCIL,MAGUGU_WARD,GICHAMEDA
MANYARA,BABATI_DISTRICT_COUNCIL,MAGUGU_WARD,MAPEA
MANYARA,BABATI_DISTRICT_COUNCIL,MAGUGU_WARD,MAGUGU
MANYARA,BABATI_DISTRICT_COUNCIL,BAOY_WARD,BOAY
MANYARA,BABATI_DISTRICT_COUNCIL,BAOY_WARD,GIJEDABOSHKA
MANYARA,BABATI_DISTRICT_COUNCIL,BAOY_WARD,GIDABAGHAR
MANYARA,BABATI_DISTRICT_COUNCIL,NAR_WARD,ENDAMANANG
MANYARA,BABATI_DISTRICT_COUNCIL,NAR_WARD,NAR
MANYARA,BABATI_DISTRICT_COUNCIL,NAR_WARD,GABADAW
MANYARA,BABATI_DISTRICT_COUNCIL,ENDAKISO_WARD,KWARAA
MANYARA,BABATI_DISTRICT_COUNCIL,ENDAKISO_WARD,ENDAKISO
MANYARA,BABATI_DISTRICT_COUNCIL,ENDAKISO_WARD,GIJEDABUNG
MANYARA,HANANG_DISTRICT_COUNCIL,BALANGIDALALU_WARD,BALANGDALALU
MANYARA,HANANG_DISTRICT_COUNCIL,BALANGIDALALU_WARD,MURERU
MANYARA,HANANG_DISTRICT_COUNCIL,GEHANDU_WARD,MINGENYI
MANYARA,HANANG_DISTRICT_COUNCIL,GEHANDU_WARD,GEHANDU
MANYARA,HANANG_DISTRICT_COUNCIL,GEHANDU_WARD,ISHPONGA
MANYARA,HANANG_DISTRICT_COUNCIL,GEHANDU_WARD,MIRONGORI
MANYARA,HANANG_DISTRICT_COUNCIL,LAGHANGA_WARD,GAWIDU
MANYARA,HANANG_DISTRICT_COUNCIL,LAGHANGA_WARD,DAJAMEDA
MANYARA,HANANG_DISTRICT_COUNCIL,LAGHANGA_WARD,LAGHANGA
MANYARA,HANANG_DISTRICT_COUNCIL,GETANUWAS_WARD,GIDIKA
MANYARA,HANANG_DISTRICT_COUNCIL,GETANUWAS_WARD,GETANUWAS
MANYARA,HANANG_DISTRICT_COUNCIL,GETANUWAS_WARD,WANDELA
MANYARA,HANANG_DISTRICT_COUNCIL,HIRBADAW_WARD,MWANGA
MANYARA,HANANG_DISTRICT_COUNCIL,HIRBADAW_WARD,HIRBADAW
MANYARA,HANANG_DISTRICT_COUNCIL,BASSODESH_WARD,GARAWJA
MANYARA,HANANG_DISTRICT_COUNCIL,BASSODESH_WARD,BASSODESH
MANYARA,HANANG_DISTRICT_COUNCIL,BASSODESH_WARD,GAGHATA
MANYARA,HANANG_DISTRICT_COUNCIL,BASSODESH_WARD,GIJETAMUHONG
MANYARA,HANANG_DISTRICT_COUNCIL,BASSOTU_WARD,DANGAIDA
MANYARA,HANANG_DISTRICT_COUNCIL,BASSOTU_WARD,BASSOTU
MANYARA,HANANG_DISTRICT_COUNCIL,BASSOTU_WARD,MULBADAW
MANYARA,HANANG_DISTRICT_COUNCIL,BASSOTU_WARD,GALANGAL
MANYARA,HANANG_DISTRICT_COUNCIL,GENDABI_WARD,DAWAR
MANYARA,HANANG_DISTRICT_COUNCIL,GENDABI_WARD,GENDABI
MANYARA,HANANG_DISTRICT_COUNCIL,MOGITU_WARD,MOGITU
MANYARA,HANANG_DISTRICT_COUNCIL,MOGITU_WARD,GABADAW
MANYARA,HANANG_DISTRICT_COUNCIL,MOGITU_WARD,JORODOM
MANYARA,HANANG_DISTRICT_COUNCIL,MOGITU_WARD,DUMBETA
MANYARA,HANANG_DISTRICT_COUNCIL,MOGITU_WARD,GIDAGAMOWD
MANYARA,HANANG_DISTRICT_COUNCIL,GITTING_WARD,BARJOMOT
MANYARA,HANANG_DISTRICT_COUNCIL,GITTING_WARD,GOCHO
MANYARA,HANANG_DISTRICT_COUNCIL,GITTING_WARD,GITTING
MANYARA,HANANG_DISTRICT_COUNCIL,MASAKTA_WARD,LAMBO
MANYARA,HANANG_DISTRICT_COUNCIL,MASAKTA_WARD,MASAKTA
MANYARA,HANANG_DISTRICT_COUNCIL,MASQARODA_WARD,GETASAM
MANYARA,HANANG_DISTRICT_COUNCIL,MASQARODA_WARD,MASQARODA
MANYARA,HANANG_DISTRICT_COUNCIL,MASQARODA_WARD,NGALDA
MANYARA,HANANG_DISTRICT_COUNCIL,ENDASAK_WARD,ENDASAK
MANYARA,HANANG_DISTRICT_COUNCIL,GIDAHABABIEG_WARD,GIDAHABABIEG
MANYARA,HANANG_DISTRICT_COUNCIL,GIDAHABABIEG_WARD,ENDASABOGHECHAN
MANYARA,HANANG_DISTRICT_COUNCIL,MEASKRON_WARD,GETAGHUL
MANYARA,HANANG_DISTRICT_COUNCIL,MEASKRON_WARD,MARA
MANYARA,HANANG_DISTRICT_COUNCIL,MEASKRON_WARD,MEASKRON
MANYARA,HANANG_DISTRICT_COUNCIL,HIDET_WARD,BASSOTUGHANG
MANYARA,HANANG_DISTRICT_COUNCIL,HIDET_WARD,HIDET
MANYARA,HANANG_DISTRICT_COUNCIL,SIMBAY_WARD,SIMBAY
MANYARA,HANANG_DISTRICT_COUNCIL,SIMBAY_WARD,GIGAGHARBU
MANYARA,HANANG_DISTRICT_COUNCIL,SIROP_WARD,MATANGARIMO
MANYARA,HANANG_DISTRICT_COUNCIL,SIROP_WARD,SIROP
MANYARA,HANANG_DISTRICT_COUNCIL,GISAMBALANG_WARD,GISAMBALANG
MANYARA,HANANG_DISTRICT_COUNCIL,GISAMBALANG_WARD,WARANGA
MANYARA,HANANG_DISTRICT_COUNCIL,GISAMBALANG_WARD,WAAMA
MANYARA,HANANG_DISTRICT_COUNCIL,NANGWA_WARD,NANGWA
MANYARA,HANANG_DISTRICT_COUNCIL,NANGWA_WARD,WARETA
MANYARA,HANANG_DISTRICT_COUNCIL,NANGWA_WARD,BASHANG
MANYARA,HANANG_DISTRICT_COUNCIL,KATESH_WARD,GIJEGA
MANYARA,HANANG_DISTRICT_COUNCIL,KATESH_WARD,HOMBAP
MANYARA,HANANG_DISTRICT_COUNCIL,KATESH_WARD,KATESH_STENDI
MANYARA,HANANG_DISTRICT_COUNCIL,KATESH_WARD,KATESH
MANYARA,HANANG_DISTRICT_COUNCIL,GANANA_WARD,QEDANGONYI
MANYARA,HANANG_DISTRICT_COUNCIL,GANANA_WARD,KATESH_A
MANYARA,HANANG_DISTRICT_COUNCIL,GANANA_WARD,GANANA_A
MANYARA,HANANG_DISTRICT_COUNCIL,GANANA_WARD,GANANA_C
MANYARA,HANANG_DISTRICT_COUNCIL,GANANA_WARD,GANANA_B
MANYARA,HANANG_DISTRICT_COUNCIL,DIRMA_WARD,DIRMA
MANYARA,HANANG_DISTRICT_COUNCIL,DIRMA_WARD,QALOSENDO
MANYARA,HANANG_DISTRICT_COUNCIL,LALAJI_WARD,MURUMBA
MANYARA,HANANG_DISTRICT_COUNCIL,LALAJI_WARD,LALAJI
MANYARA,HANANG_DISTRICT_COUNCIL,LALAJI_WARD,DIRODA
MANYARA,HANANG_DISTRICT_COUNCIL,ENDASIWOLD_WARD,GARBAPI
MANYARA,HANANG_DISTRICT_COUNCIL,ENDASIWOLD_WARD,ENDASIWOLD
MANYARA,MBULU_DISTRICT_COUNCIL,DAUDI_WARD,GIDAMBA
MANYARA,MBULU_DISTRICT_COUNCIL,DAUDI_WARD,MORINGA
MANYARA,MBULU_DISTRICT_COUNCIL,BARGISH_WARD,ANTSI
MANYARA,MBULU_DISTRICT_COUNCIL,BARGISH_WARD,BARGISHUWA
MANYARA,MBULU_DISTRICT_COUNCIL,BARGISH_WARD,LAGHANDAMUR
MANYARA,MBULU_DISTRICT_COUNCIL,GEHANDU_WARD,TITIWI
MANYARA,MBULU_DISTRICT_COUNCIL,GEHANDU_WARD,QATESH
MANYARA,MBULU_DISTRICT_COUNCIL,GEHANDU_WARD,TSAWA
MANYARA,MBULU_DISTRICT_COUNCIL,GEHANDU_WARD,LANDA
MANYARA,MBULU_DISTRICT_COUNCIL,KAINAM_WARD,TSAAYO
MANYARA,MBULU_DISTRICT_COUNCIL,KAINAM_WARD,HAREABI
MANYARA,MBULU_DISTRICT_COUNCIL,KAINAM_WARD,KAINAM
MANYARA,MBULU_DISTRICT_COUNCIL,MURRAY_WARD,MAHHERI
MANYARA,MBULU_DISTRICT_COUNCIL,MURRAY_WARD,MURRAY
MANYARA,MBULU_DISTRICT_COUNCIL,MURRAY_WARD,KUTA
MANYARA,MBULU_DISTRICT_COUNCIL,MURRAY_WARD,QWAM
MANYARA,MBULU_DISTRICT_COUNCIL,AYAMAAMI_WARD,HAYAHAYA
MANYARA,MBULU_DISTRICT_COUNCIL,AYAMAAMI_WARD,AYAMAHAI
MANYARA,MBULU_DISTRICT_COUNCIL,AYAMAAMI_WARD,AYAINGI
MANYARA,MBULU_DISTRICT_COUNCIL,AYAMAAMI_WARD,TANGOMAMAH
MANYARA,MBULU_DISTRICT_COUNCIL,AYAMAAMI_WARD,ENDERER
MANYARA,MBULU_DISTRICT_COUNCIL,AYAMAAMI_WARD,AMAFALA
MANYARA,MBULU_DISTRICT_COUNCIL,AYAMAAMI_WARD,MISHIQOT
MANYARA,MBULU_DISTRICT_COUNCIL,UHURU_WARD,AYAKULE
MANYARA,MBULU_DISTRICT_COUNCIL,UHURU_WARD,DATLAA
MANYARA,MBULU_DISTRICT_COUNCIL,UHURU_WARD,AYARAAT
MANYARA,MBULU_DISTRICT_COUNCIL,UHURU_WARD,MARINGO
MANYARA,MBULU_DISTRICT_COUNCIL,UHURU_WARD,BUWA
MANYARA,MBULU_DISTRICT_COUNCIL,UHURU_WARD,AYALABE
MANYARA,MBULU_DISTRICT_COUNCIL,UHURU_WARD,UHURU
MANYARA,MBULU_DISTRICT_COUNCIL,UHURU_WARD,HARKA
MANYARA,MBULU_DISTRICT_COUNCIL,TLAWI_WARD,GUNENEDA
MANYARA,MBULU_DISTRICT_COUNCIL,TLAWI_WARD,JARANJAR
MANYARA,MBULU_DISTRICT_COUNCIL,TLAWI_WARD,TLAWI
MANYARA,MBULU_DISTRICT_COUNCIL,TLAWI_WARD,BOBOA
MANYARA,MBULU_DISTRICT_COUNCIL,BASHAY_WARD,DIRIM
MANYARA,MBULU_DISTRICT_COUNCIL,BASHAY_WARD,YAEDA_KATI
MANYARA,MBULU_DISTRICT_COUNCIL,BASHAY_WARD,BASHAY
MANYARA,MBULU_DISTRICT_COUNCIL,BASHAY_WARD,HARSHA
MANYARA,MBULU_DISTRICT_COUNCIL,DONGOBESH_WARD,DONGOBESH
MANYARA,MBULU_DISTRICT_COUNCIL,DONGOBESH_WARD,DONGOBESH_CHINI
MANYARA,MBULU_DISTRICT_COUNCIL,DONGOBESH_WARD,QALODA
MANYARA,MBULU_DISTRICT_COUNCIL,TUMATI_WARD,TUMATI
MANYARA,MBULU_DISTRICT_COUNCIL,TUMATI_WARD,ENDOJI
MANYARA,MBULU_DISTRICT_COUNCIL,TUMATI_WARD,GETESH
MANYARA,MBULU_DISTRICT_COUNCIL,TUMATI_WARD,MONGAHAY
MANYARA,MBULU_DISTRICT_COUNCIL,MARETADU_WARD,QAMTANANAT
MANYARA,MBULU_DISTRICT_COUNCIL,MARETADU_WARD,ENDAMASAKT
MANYARA,MBULU_DISTRICT_COUNCIL,MARETADU_WARD,MAHERI
MANYARA,MBULU_DISTRICT_COUNCIL,MARETADU_WARD,MARETADU_JUU
MANYARA,MBULU_DISTRICT_COUNCIL,MARETADU_WARD,MARETADU_CHINI
MANYARA,MBULU_DISTRICT_COUNCIL,MARETADU_WARD,GARKAWE
MANYARA,MBULU_DISTRICT_COUNCIL,MAGHANG_WARD,GIDMADOY
MANYARA,MBULU_DISTRICT_COUNCIL,MAGHANG_WARD,BARAZANI
MANYARA,MBULU_DISTRICT_COUNCIL,MAGHANG_WARD,MAGHANG
MANYARA,MBULU_DISTRICT_COUNCIL,MAGHANG_WARD,MAGHANG_JUU
MANYARA,MBULU_DISTRICT_COUNCIL,MAGHANG_WARD,LABAY
MANYARA,MBULU_DISTRICT_COUNCIL,MAGHANG_WARD,BASSODARER
MANYARA,MBULU_DISTRICT_COUNCIL,HAYDOM_WARD,BASONYAGWE
MANYARA,MBULU_DISTRICT_COUNCIL,HAYDOM_WARD,HARAR
MANYARA,MBULU_DISTRICT_COUNCIL,HAYDOM_WARD,NGWANDAKW
MANYARA,MBULU_DISTRICT_COUNCIL,HAYDOM_WARD,HAYDOM
MANYARA,MBULU_DISTRICT_COUNCIL,HAYDOM_WARD,ENDAHARGHADATIK
MANYARA,MBULU_DISTRICT_COUNCIL,HAYDOM_WARD,GIDARUDAGAW
MANYARA,MBULU_DISTRICT_COUNCIL,YAEDA_CHINI_WARD,MONGO_WA_MONO
MANYARA,MBULU_DISTRICT_COUNCIL,YAEDA_CHINI_WARD,YAEDA_CHINI
MANYARA,MBULU_DISTRICT_COUNCIL,MASIEDA_WARD,MASIEDA
MANYARA,MBULU_DISTRICT_COUNCIL,MASIEDA_WARD,ENDAHAGICHAN
MANYARA,MBULU_DISTRICT_COUNCIL,MASIEDA_WARD,ENDANYAWISH
MANYARA,MBULU_DISTRICT_COUNCIL,MASIEDA_WARD,GEMBAKW
MANYARA,MBULU_DISTRICT_COUNCIL,MARANG_WARD,AICHO
MANYARA,MBULU_DISTRICT_COUNCIL,MARANG_WARD,GWANDUMEHI
MANYARA,MBULU_DISTRICT_COUNCIL,MARANG_WARD,MARANG
MANYARA,MBULU_DISTRICT_COUNCIL,GUNYODA_WARD,GUNYODA
MANYARA,MBULU_DISTRICT_COUNCIL,GUNYODA_WARD,GEDAMAR
MANYARA,MBULU_DISTRICT_COUNCIL,GUNYODA_WARD,QALIYEDA
MANYARA,MBULU_DISTRICT_COUNCIL,GUNYODA_WARD,SILALODA
MANYARA,MBULU_DISTRICT_COUNCIL,NAHASEY_WARD,BANEE
MANYARA,MBULU_DISTRICT_COUNCIL,NAHASEY_WARD,HASSAMA
